Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
3.283131333,-0.4528871714,0.2135391462,3.335378108,8.3401835008
3.293147333,-0.554765914,1.222775,3.536243999,7.5008010337
3.303164333,-0.448607448,1.906456597,3.508555386,6.9382393372
3.313181333,-0.09671791703,2.043482003,3.1938521,6.3748570431000005
3.323197333,0.008040871695,1.59629689,1.387071965,5.4527872284
3.333214333,-0.4907951821,1.186932153,-5.606375856,4.9199596899
3.343231333,0.01447507471,0.2902066684,-1.713463397,4.1004564412
3.353247333,0.8640448111,-0.04898037136,2.329009144,3.5810547457
3.363264333,0.5432077959,0.3780166447,1.797194356,3.2393034663
3.373280333,0.5415150635,1.13418559,1.082401478,3.0629145375
3.383297333,0.8992308699,1.461192294,-0.4317923176,2.9025615053
3.393314333,0.9663167059,1.80835786,-2.253343835,2.8289580803
3.403330333,1.027152307,2.058321651,-3.020971568,2.806850288
3.413347333,1.508873853,1.281169973,-2.144043002,2.7193682928
3.423364333,1.963197393,0.8776477736,-0.9110581791,2.7414399488
3.433380333,1.692578166,1.543622832,-0.1411839455,2.3957887987
3.443397333,1.635071823,1.997611765,0.6211175591,2.487508919
3.453414333,2.129615582,1.998270746,1.146492224,2.552780795
3.463430333,2.781778933,2.075395521,1.444350559,2.7371853799999997
3.473447333,2.628248007,1.852837629,1.375796487,2.9210820687999997
3.483463333,1.951398443,1.488518087,1.054138523,3.011271348
3.493480333,1.044434776,1.22154533,0.2419143681,2.8691441958999997
3.503497333,0.3863428605,0.535060578,-1.473311087,2.6508709681
3.513513333,-0.1059531922,-0.4660377055,-2.242175799,2.588320596
3.523530333,0.09136369474,-1.044785755,-2.292567688,2.6068801884000004
3.533547333,0.1850402922,-0.8669345051,-3.495785944,2.7380122545
3.543563333,0.1625093257,0.0002572774887,-5.220981195,2.9948505233
3.553580333,1.166772926,0.5996705568,-5.743437515,3.2702535503
3.563597333,2.944615703,0.4040402627,-4.64868701,3.4460954404999997
3.573613333,3.997999496,-0.7494686204,-2.912390528,3.5966082202000003
3.583630333,4.122717098,-2.394737695,-2.037182797,3.8479722646
3.593646333,4.47476041,-3.558925933,-2.231535182,4.2991963879
3.603663333,5.036205672,-3.782787754,-2.76163966,4.8255055629
3.613680333,5.495286945,-3.511739488,-3.063072106,5.316757008
3.623696333,6.014603895,-3.013694708,-3.151089658,5.8075308188
3.633713333,6.100645673,-2.851054405,-3.40974592,6.201690850099999
3.643730333,5.964409057,-3.172465324,-3.546655259,6.442343645299999
3.653746333,5.56254045,-3.895488743,-3.685812559,6.625878426600001
3.663763333,5.238111783,-4.430251113,-4.037962584,6.870168156300001
3.673780333,4.884213733,-4.304022591,-4.069676127,7.137630672
3.683796333,4.515682149,-3.479157048,-3.813948151,7.305027807100001
